,Comment,topic_1,topic_2,topic_3,topic_4,topic_5
638,looks like you still intermittent fasting,0.0,0.0,0.0,0.0,0.0
639,definitely worth company paid,0.0,0.0,0.0,0.0,0.0
640,will funny tested positive when departing from germany,1.0,0.0,0.0,0.0,0.0
641,this cool also good product placement,0.0,0.0,0.0,0.0,0.0
642,that way very expensive especially the pcr tests travelled europe last month but didn through much hassles paid only for pcr test malaysia return flight upon landing dubai the pcr free for all tourists and residents and result came under three five hours,1.0,0.0,0.0,0.0,1.0
643,doubt the vaccine had would testing and screening system will away anytime soon too much money made countries relying tourism not talking about those the europe others will have look alternative ways grow their economies the stagnation travel and tourism might good thing overall,0.0,1.0,0.0,0.0,0.0
644,look around you protests all over the world against masks vacinnes covid nineteen rules and regulations singapore many people still malls outside many people does not live their lives with containment,1.0,0.0,0.0,1.0,1.0
645,playing with fire fire for all travellers out there you are selfish mofo,0.0,0.0,0.0,0.0,0.0
646,how stupid are vax people stupid they still mask and doing six feet when their sheep master already poison them,0.0,0.0,0.0,0.0,0.0
647,want meet crazy antivaxxers thx you all think nebulising hydrogen peroxide defeating the govt,0.0,0.0,1.0,0.0,0.0
648,lai fong chan yes can not eliminate covid because ppl like you,0.0,0.0,1.0,1.0,0.0
649,brunei boring,0.0,0.0,0.0,0.0,0.0
650,singaporean living germany germany need highlight about pcr test price airport and cities results within cost one hundred and within cost one hundred and within cost and within cost steven used the one airport when most expensive two hundred and forty,1.0,0.0,0.0,0.0,1.0
651,oao pricey,0.0,0.0,0.0,0.0,0.0
652,steven sponsored media corp guess why not for way too pricey even make any sense all,0.0,0.0,0.0,1.0,0.0
653,wong francis cheapest way save money stay home unless must most willing pay this price fly back visit old aged parents singapore singapore they worth every cents,1.0,1.0,0.0,0.0,0.0
654,let put price tag you have the best reason the world take this trip,0.0,1.0,0.0,0.0,0.0
655,meaning student with say sgd three thousand bagpack cmi,0.0,0.0,0.0,0.0,1.0
656,thanks for the info mate planning trip germany soon october this year wunderbar,1.0,0.0,0.0,0.0,0.0
657,let wait for one thousand five hundred daily cases and everyone will afraid step into singapore,1.0,0.0,0.0,0.0,0.0
658,euro for hrs berlin,0.0,0.0,0.0,0.0,0.0
659,het gets pcr test prior the flight another pcr upon arrival and two more after that had would rather stay home then,0.0,0.0,0.0,0.0,1.0
660,hahaha too literally laughed out loud time stamp should,0.0,0.0,0.0,1.0,0.0
661,great and fun job you got,0.0,0.0,0.0,0.0,0.0
662,thanks steve for sacrificing your september holidays that have quality content,0.0,0.0,0.0,0.0,0.0
663,wow really expensive travel during the pandemic which cost excluding accommodation and food and tolerate getting swabbed for many times guess probably would more worthwhile travel after the pandemic but will have wait longgggg time,1.0,1.0,0.0,0.0,0.0
664,well pre covid the flight alone was same difference,0.0,0.0,0.0,1.0,0.0
665,agree price tag aside don think can stand being stuffed through malaysia nose multiple times,1.0,0.0,0.0,1.0,0.0
666,would hilarious they keep sending steven new countries under the vaccinated travel lane scheme and this turns into travel series,0.0,0.0,1.0,1.0,0.0
667,next stop brunei the most happening place southeast asia,0.0,0.0,0.0,0.0,0.0
668,that probably happen less than week,0.0,0.0,0.0,0.0,0.0
669,for airborne,0.0,0.0,0.0,0.0,0.0
670,look fwd that always enjoyed his programs,0.0,0.0,0.0,0.0,0.0
671,great content idea for channel news asia will eye opening also for everyone see how travel like those countries too,0.0,1.0,0.0,0.0,0.0
672,marianne morris right now think most united states wouldn mind travelling anywhere,1.0,0.0,1.0,0.0,0.0
673,south korea next,0.0,0.0,0.0,0.0,0.0
674,amazing envious hopefully new routes open,0.0,0.0,0.0,0.0,0.0
675,hope too,0.0,0.0,0.0,0.0,0.0
676,wrong priorities,0.0,0.0,0.0,0.0,0.0
677,this your own peril rest assured they will find out the result will not pretty,0.0,0.0,0.0,0.0,0.0
678,there will consequences,0.0,0.0,0.0,0.0,0.0
679,honestly quite enjoy steven always wanted and gorge myself roast pork and beer and sick for like three days from too much food and waay too much booze,0.0,0.0,0.0,0.0,0.0
680,singaporean living germany rbg the big octoberfest cancelled again this year roast pork not really malaysia palate too greasy fattening grill chicken better option for this fest enjoy,1.0,0.0,0.0,0.0,1.0
681,unfortunately was cancelled were there the week before was meant start but still had malaysia fair share sausages and beer,1.0,0.0,1.0,0.0,0.0
682,how much spend from his overall trip all the test accommodation and etc,0.0,0.0,0.0,0.0,0.0
683,hate the nasal swab rather they extract blood,0.0,0.0,0.0,0.0,1.0
684,travelling overseas this time and age more for the wealthy who can spend bucketloads pay for tests potential quarantining when you come back etc travelling never going the same ever again don they used proof tests they are not reliable and trustable for international travel then have they just been released increase public trust the local system testing,0.0,1.0,0.0,0.0,0.0
685,thats for you bloodsuckers airline,0.0,0.0,0.0,0.0,0.0
686,chyna one that why got too much money,0.0,0.0,0.0,0.0,0.0
687,hoping,0.0,0.0,0.0,0.0,0.0
688,politicians royalty and billionaires and other uber rich are travelling freely now only the plebs have through one thousand and one procedures,0.0,0.0,0.0,0.0,0.0
689,totally agree priority should investigate fully vaccinated cases and yet suffered sudden heart attack the year old former winger who was household name many singaporeans the understood critical condition sengkang general hospital,0.0,0.0,1.0,0.0,1.0
690,thank you much for this helpful video from the additional logistics covid tastings cost and risk infection looks like two thousand and will another domestic travel year and opportunity save,0.0,0.0,1.0,1.0,0.0
691,good for him his life soooooo normal,0.0,0.0,0.0,0.0,0.0
692,for those few days was sure singapore will get there too,1.0,0.0,0.0,0.0,0.0
693,thought said highly effective against infection then why does spore need conduct three pcr tests for returning singaporeans isn,0.0,1.0,0.0,0.0,1.0
694,just ensuring that you definitely not infected there correlation between the two you coming back from high risk country you don want start outbreak because you may the outlier who got infected even you got vaccinated,0.0,0.0,0.0,0.0,1.0
695,protects against dying from infection not getting spreading the infection,0.0,0.0,0.0,0.0,0.0
696,renae davies related didn pfize said their vaccine effective against infection read their published marketing results against infection and not hospitalization get this clear,1.0,0.0,0.0,0.0,0.0
697,yeah just want extra sure here,0.0,0.0,0.0,0.0,0.0
698,some people just can get over what was the past highly effective was the original strain now delta variant,0.0,0.0,0.0,1.0,0.0
699,smallgouphakka was not effective the first place that was false marketing both alpha and delta variants have breakthrough cases,0.0,1.0,0.0,1.0,0.0
700,alex tong yes five ineffective,0.0,0.0,0.0,0.0,0.0
701,alex tong where did your data come from,0.0,0.0,0.0,0.0,0.0
702,thanks for watching guess all depends how badly you want travel the tests actually were not too bad,0.0,0.0,0.0,0.0,0.0
703,not for singaporeans finally have chance return singapore visit our love one malaysia beloved singapore singapore here come,1.0,0.0,0.0,0.0,1.0
704,steven chia this vaccinated travel lane seems more suitable for urgent business trip and those visiting family the motherland but with all this rather strict health checking personally not recommend anyone travel there for leisure cos its constraining the mind free and ease but still this documentary point details and informative but apparently you look really worried most the time but still its excellent effort,1.0,1.0,0.0,0.0,0.0
705,cbcb simi checking your health degrading you don seem like someone with long lifespan other ppl would want,0.0,0.0,0.0,0.0,0.0
706,our hospitals are running out beds virus spreading like wild fire moh hotline not able get through when call and still wan let people,0.0,0.0,1.0,0.0,0.0
707,steven chia steven may know which insurance company you used for the travel insurance,0.0,1.0,0.0,0.0,0.0
708,god many swab tests singapore you were leave and come back singapore this video they say that germany has saliva test how effective this saliva test,1.0,0.0,1.0,0.0,0.0
709,think definitely not effective proper pcr nose and throat swab test that why even the kits buy ourselves the swab type,0.0,1.0,0.0,0.0,0.0
710,full pcr test,0.0,0.0,0.0,0.0,0.0
711,wong francis but honestly based the video based his trip germany and back singapore had take five pcr swab tests total five swab tests for single trip ensure safe journey all singaporeans going vaccinated travel lane countries lot for handle malaysia nose would very assaulted and insulted the same time although have done once before and tested negative luckily,1.0,0.0,0.0,0.0,1.0
712,nigel morais with the new heightened alert due recent surge only makes sense for singaporean visit germany not the other way round with dining only for two hard spend more than five days with such long flight many hurdles jump really makes sense,1.0,1.0,0.0,0.0,1.0
713,technically the moment travelling for people that have buckets money spend test here test there price pay for now,0.0,0.0,1.0,0.0,0.0
714,unless you are diplomat celebrity sports star actor minister etc you are supposed spend the rest your life inside home making zoom calls with your boss and friends and watching youtube videos satisfy travel urge get used,0.0,0.0,1.0,1.0,0.0
715,forever unless you comply and get vaxxed,0.0,0.0,0.0,0.0,0.0
716,out all the place went germany the country left for good exactly for those reason,1.0,1.0,0.0,0.0,0.0
717,economy first people last efpl,0.0,0.0,0.0,0.0,0.0
718,steven chia cheating,0.0,0.0,0.0,0.0,0.0
719,that what called normal beer ours come test tubes,0.0,0.0,0.0,0.0,0.0
720,steven chia after working holidays maybe can vegan for week see how challeng singapore,1.0,0.0,0.0,0.0,0.0
721,steven chia guess still can get drunk the job,0.0,0.0,0.0,0.0,0.0
722,woah the cost and test itself quite high just like the thailand holiday scheme unless you really need reunited with your closed ones overseas the whole process can anxiety inducing nerve wrecking especially when waiting for the results,0.0,0.0,0.0,0.0,0.0
723,there are just too many false positives the tests moreover the test conducted the authorities themselves when they supply the kit observe the kit out your own sight they can easily fudge the result when they just not like you because your skin colour you carry the passport etc other words they will take your money conduct the test but they have full control the results and the outcomes use against you they can send people compulsory fourteen days quarantine where the quarantine paid for the traveller himself based semi accurate test conducted themselves order help the hotels that have been converted quarantine facilities such conrad singapore,1.0,1.0,0.0,0.0,0.0
724,just malaysia thinking those airplanes still stop flying the engines will stop working soon then come with big for replacement,1.0,0.0,0.0,0.0,1.0
725,six hundred just pcr tests rather get covid,0.0,0.0,0.0,1.0,0.0
726,,0.0,0.0,0.0,0.0,0.0
727,trinity after treatment for covid you are slapped with bill,0.0,0.0,0.0,1.0,0.0
728,hahaha travel now ridiculously expensive,0.0,0.0,0.0,0.0,0.0
729,kal well not necessarily last week went spain malaysia vaccine card was enough get into schengen didn free here the states before heading there when had fly back the united states had simple antigen test which was euros instead spending six hundred euros only spent euros during malaysia week europe,1.0,0.0,1.0,0.0,0.0
730,henry song think differs from each country looking singapore coming back ridiculously expensive,1.0,0.0,0.0,0.0,0.0
731,kal have vaccines don die from covid they are healthy know for fact singaporeans have healthy lifestyle,0.0,0.0,1.0,1.0,1.0
732,henry song think you can tell performance united states has one the biggest death million population americans are not not the type just with restrictions asians like just follow rules set higher ups,1.0,0.0,1.0,0.0,0.0
733,not worth stay home,0.0,0.0,0.0,0.0,0.0
734,this shows that technology double edged sword better weapons more devastating kills better transportation easy spreading virus better computer now everyone has fill thousand online forms conclusion technology the most convenient and most inconvenient human invention ever,1.0,0.0,1.0,0.0,0.0
735,carl jay economy and people are closely tied together perhaps you are super rich happily retired,0.0,1.0,0.0,0.0,0.0
736,yes but think the good outweighs the bad,0.0,0.0,0.0,0.0,0.0
737,thank you for this episode needed this first hand info planning malaysia europe vacay,1.0,0.0,1.0,0.0,0.0
738,high quality content keep,0.0,0.0,0.0,0.0,0.0
739,super love steve chia and his series keep coming,0.0,0.0,0.0,0.0,0.0
740,very useful information,0.0,0.0,0.0,0.0,0.0
741,the whole singapore envious right now,1.0,0.0,0.0,0.0,0.0
742,mean envious the number cases reporting surge,0.0,0.0,0.0,0.0,0.0
743,why patient till everything fine then you travel much you liked,0.0,0.0,0.0,0.0,1.0
744,this very insightful and informative documentary planning germany this december for holidays,1.0,1.0,0.0,0.0,0.0
745,that too much work and too many tests for single trip maybe this crisis giving united states lesson slow down and enjoy the solitude the company our immediate family relatives friends and the simple local destinations,1.0,0.0,1.0,0.0,0.0
746,what shame,0.0,0.0,0.0,0.0,0.0
747,yes you should,0.0,0.0,0.0,0.0,0.0
748,next life that not how works,0.0,0.0,0.0,0.0,0.0
749,carl jay have doubt your strength and resilience but not many people can bear having their business shut down for more than three months even six with mortgages pay and inter generational families feed,0.0,0.0,0.0,0.0,0.0
750,blessed the ones who are the same country their immediate family,0.0,0.0,0.0,0.0,0.0
751,ikr many are separated,0.0,0.0,0.0,0.0,0.0
752,people who want feel pretend like they not malaysia words,1.0,0.0,0.0,0.0,0.0
753,who han who you belong ntd falungong hong kong radical,1.0,1.0,0.0,0.0,0.0
754,the ones who feel that they need china,0.0,0.0,0.0,0.0,0.0
755,people like who has allergic reaction pfizer vaccine and can get that many people here are clueless,0.0,0.0,0.0,0.0,0.0
756,mindtwister the thing business operator and business minded knowledge global trends from geopolitics potential pandemics well other unforeseeable circumstances that can expected happen should have been anticipated expected preempted that diversifying and switching industry can done drop hat sustaining negligible recoverable losses foresee future largely online based businesses,0.0,1.0,0.0,0.0,0.0
757,friend who needs china stay simisai sinovac still effective got inject better than unvaxxed most doctors will tell you twenty singapore still unvaxxed leh you drag them leave malaysia friend alone,1.0,1.0,0.0,0.0,0.0
758,who han that depends individual country they want recognized vaccine this programmer shows that sinovac not recognized germany astraz still the most widely recognized vaccine followed pfizer modena etc,1.0,1.0,0.0,0.0,0.0
759,love travel too soon god will,0.0,0.0,0.0,0.0,0.0
760,yes the total costs maybe even higher you failed the pdt prior return singapore quarantine costs germany may not one hundred covered travel insurance,1.0,0.0,0.0,1.0,0.0
761,happiest when saw mask off,0.0,0.0,0.0,0.0,0.0
762,can get steve infected with covid preferably with the delta variant can share with united states his experience with home recovery would greatly help singaporeans with their anxiety with home recovery move towards endemic living,1.0,0.0,1.0,1.0,1.0
763,aiyoh evil,0.0,0.0,0.0,0.0,0.0
765,smith malaysia grandmother was german from hannover spent most malaysia early life late visiting want back some time been eight years since was last there malaysia granny funeral she was the best and was the favourite lol,1.0,1.0,0.0,0.0,0.0
766,smith probably would help some united states empathize you heavily criticized the emerged yet again tumbling afd party just general thing with munich zoning and lessening affordability for common folks ein deutscher australia bayerns westlichem nachbar bundes land nahe hessen und,1.0,1.0,1.0,0.0,0.0
767,mindtwister the loss love ones other people the world over which governments are accountable for coveting economic rescue than their own citizens,1.0,0.0,0.0,0.0,0.0
768,you look what have been going through far its not living with but living with these five gundus,0.0,0.0,0.0,0.0,0.0
769,look japans cases their country and population much bigger bloody incompetent,0.0,0.0,1.0,0.0,0.0
770,who recommends against the restrictions out countries backwards your ability,0.0,0.0,0.0,0.0,0.0
771,living with covid nineteen,0.0,0.0,0.0,1.0,0.0
772,two thousand and,0.0,0.0,0.0,0.0,0.0
773,wait need scared,0.0,0.0,0.0,0.0,0.0
774,carl jay then you are contradicting yourself because you know most people are not you fact most governments understands that the economy and the people lives are closely intertwined and they are walking tight rope neither are inconsequential although perceived that way,0.0,0.0,1.0,0.0,0.0
775,omg exactly what needed,0.0,0.0,0.0,0.0,0.0
776,xiao put strict control singapore resident lift all control all high risks countries just because you believed what you believed then pls lift control families house visit group dinning many them did not lived the same household you know small hdb not like big house where you all fam mem stayed together more down earth when you flip policies,1.0,0.0,0.0,1.0,1.0
777,why must lift family house visit when cases still high why can not whatsap face time family member,0.0,0.0,0.0,0.0,1.0
778,booster shots not solution sorry sir use the real facts,0.0,0.0,0.0,1.0,0.0
779,what facts you want are you educated,0.0,0.0,0.0,0.0,0.0
780,look tje mutations may bigger variant leak disease will desyroy the world,0.0,0.0,0.0,0.0,0.0
781,this clown keep talking sorry the virus not listening uuuuu,0.0,0.0,0.0,0.0,0.0
782,what dumber,0.0,0.0,0.0,0.0,0.0
783,chiby evil government,0.0,0.0,0.0,0.0,0.0
784,can not singapore must lockdown again and not open for indonesia,1.0,0.0,0.0,0.0,0.0
785,mindtwister humanity and itself contradictory but unbecome what all are order live together one species apparently not written stone either all find our senses collectively perish our own ways talking about lose lose scenario prize trophies await neither united states,1.0,1.0,1.0,0.0,0.0
786,indonesia not open for singapore that the right words,1.0,0.0,0.0,0.0,0.0
787,the dreadful breakthrough infection can effectively prevented with vco lauric acid and total community viral load can lowered not play dice with covid try protect the community and your loved ones the same time,0.0,0.0,1.0,1.0,0.0
788,,0.0,0.0,0.0,0.0,0.0
789,richard life all about balancing and inconsistency,0.0,0.0,0.0,0.0,0.0
790,addition the data vaccinated who succumbed covid nineteen another data interest would how many any vaccinated persons have contracted covid and gotten seriously shall will also fully vaccinated status expires year and two weeks after the second shot how about those who have taken booster shots,0.0,0.0,0.0,1.0,0.0
791,not have young chikdren thenni not care what ever they wan but malaysia three kids are still under twelve and not ready for them get vaccinated vaccine must test and trial years before safe for consume let alone forever booster shot you all act like will die can not travel outside who the selfish one now and before shoot fyi parents are all vaccinated reluctant die least only die but not ready malaysia children vacinated think about the repercussions later years,1.0,1.0,0.0,0.0,0.0
792,why urged everyone reduce social gathering when you want open borders for more tourists just let everyone live their lives per normal lah,0.0,0.0,1.0,1.0,0.0
793,they are fully vaxxed pcr test done here problem,0.0,0.0,0.0,0.0,0.0
794,well said,0.0,0.0,0.0,0.0,0.0
795,fiost what about test over there,0.0,0.0,0.0,0.0,0.0
796,ranking countries recovery index bloody joke,0.0,0.0,0.0,0.0,0.0
797,please publish how many visitors are allow under what kind work pass from these vaccinated travel lane application allow new variance come you are not ready more health care workers will quit,0.0,1.0,0.0,1.0,0.0
798,open india construction workers maids you think they are tourist,1.0,0.0,0.0,0.0,0.0
799,not worry will always ready flip flop,0.0,0.0,0.0,0.0,0.0
800,yes and let half the population die abnormally,0.0,0.0,0.0,0.0,0.0
801,yes bring more variance from unstable countries stress the hospital system further,0.0,0.0,0.0,1.0,0.0
802,then blame the unvax discrimination finest,0.0,0.0,0.0,0.0,0.0
803,fourteen days data collated and analysed from moh website,0.0,0.0,1.0,0.0,0.0
804,please open border for united states its almost two years ready pls,1.0,0.0,1.0,0.0,0.0
805,haru krentzdun come then nobody begging,0.0,0.0,0.0,0.0,0.0
806,again nine hundred one covid one thousand covid the math borser can not close forever stop spreading your bad political agenda all over youtube,0.0,1.0,0.0,1.0,0.0
807,stupid government india case still high why still open borders for them brain,1.0,0.0,0.0,0.0,0.0
808,jesus coming back the earth resolve everything prophesied the bible last chapter revelation,0.0,1.0,0.0,0.0,0.0
809,when thailand not vaccinated travel lane level,0.0,0.0,0.0,0.0,0.0
810,ranking countries recovery index yes why vaccinated travel lane with thailand phils,0.0,0.0,0.0,0.0,0.0
811,wish you all well malaysia singapore friends yes hope this chapter world history will end soon stay safe everyone,1.0,0.0,0.0,0.0,0.0
812,will come back time cos thats life,0.0,0.0,0.0,0.0,0.0
813,,0.0,0.0,0.0,0.0,0.0
814,bravo the task force and the options for vaccinated travel lane are getting more varied calibrated approach the way responsible and capable govt the key,0.0,0.0,1.0,0.0,0.0
815,well said they are top the situation they know what they are doing,0.0,0.0,0.0,0.0,0.0
816,this point don even know what else say express malaysia unhappiness against the multi ministry downplaying the virus opening our borders countries experiencing winter and new outbreaks discrimination against the unvax and the list goes,1.0,1.0,0.0,0.0,0.0
817,ranking countries recovery index why vaccinated travel lane with thailand phils,0.0,0.0,0.0,0.0,0.0
818,way,0.0,0.0,0.0,0.0,0.0
819,they the blakang puseng generation government,0.0,1.0,0.0,0.0,0.0
820,from the looks the big crowds the shopping malls many people are ignoring the urge,0.0,0.0,1.0,0.0,0.0
821,phua are you aware cases rising now what happen vaccinated travel lane,0.0,0.0,0.0,0.0,0.0
822,who recommends against the restrictions out countries,0.0,0.0,0.0,0.0,0.0
823,never been better covid cases can afford continue rise have lot spare beds the icu,0.0,0.0,0.0,1.0,0.0
824,sean lim then what happens herd immunity,0.0,0.0,0.0,0.0,0.0
825,how about those sandboxes thailand and vietnam right now even though these countries allow united states there quarantine free singaporeans still need face lengthy quarantine upon return can the authority something for these,1.0,0.0,1.0,0.0,1.0
826,ranking countries recovery index why vaccinated travel lane with thailand phils,0.0,0.0,0.0,0.0,0.0
827,vincecarlo you know what sandboxes the way,0.0,0.0,0.0,0.0,0.0
828,double standard measures,0.0,0.0,0.0,0.0,0.0
829,vincecarlo the two trial sandboxes now are separate from the main land thailand and vietnam majority the islanders had been vaccinated true people from all over the world can enter these islands but only vaccinated people can enter therefore you need measure the recovery index these islands separate from the main countries they belonged the vision living with endemic now then what the concern with establishing vaccinated travel lane with these sandboxes where the only potential risk contacts are with vaccinated travellers from other countries,1.0,0.0,0.0,0.0,1.0
830,vincecarlo naive about this rubbbbish list,0.0,0.0,0.0,0.0,0.0
831,vincecarlo why,0.0,0.0,0.0,0.0,0.0
832,why not thailand and indonesia,1.0,0.0,0.0,0.0,0.0
833,indonesia already,1.0,0.0,0.0,0.0,0.0
834,coshinc means batam open liao,0.0,0.0,0.0,0.0,0.0
835,mtf good job thank you,0.0,0.0,0.0,0.0,0.0
837,its good news for those who want travel even for but afraid will short lived cases singapore still thousands and they act its less than ten remember the ktv spike they place united states phase two but now cases thousands they open borders for travel,1.0,0.0,1.0,0.0,0.0
838,that the right thing bian wait until zero pax then two thousand and fifty also not fixed,0.0,0.0,0.0,0.0,1.0
839,meowth need until zero even less than ten good enough besides need wait two thousand and fifty then cases zero previously singapore also got zero cases lol,1.0,0.0,0.0,0.0,1.0
840,inker man well then would expect lockdown forever this virus will not going away,0.0,0.0,0.0,0.0,0.0
841,xiutian zheng that already know malaysia issue here the numbers not whether the virus going away nor not seriously you guys need wake,1.0,0.0,0.0,1.0,0.0
843,inker man how would you about doing how would you suggest reduce the number without lockdown,0.0,1.0,0.0,0.0,0.0
844,meowth well you are digressing too far let start with having the right mindset know you guys desperately want travel but let address the elephant the room which infected cases thousands but vaccinated travel lane talks and going happen does not makes sense right people can not see that not start talking about solutions when the problem itself they can not identify,0.0,0.0,1.0,1.0,0.0
845,vincecarlo surprised mlysia lower than singapore expecting them worse since they lack good system,1.0,0.0,0.0,0.0,0.0
846,with eighty percent the population vaccinated for covid nineteen attention now moving towards booster shots view the waning protection over time should use the same different vaccine just remember what the great scientist albert einstein said,0.0,0.0,0.0,1.0,1.0
847,vincecarlo mrna vaccines does not work look singapore know already sinopharm according the rankings gci have good recovery rate,1.0,0.0,0.0,0.0,1.0
848,assume the gov assess this base risk they probably think the probability for vaccinated getting infected die from are lower compare unvaccinated and considering the total vaccinated citizens singapore far tolerable enough for them open without killing the majority people but unfortunate for the minority who could have underlying medical issue poorer health condition top management will want the whole singapore survive without caring too much smaller problems the bigger one can resolved just malaysia assumption,1.0,1.0,1.0,0.0,0.0
849,agree with you though think the only flaws that govt place too much trust the efficiency the vaccines which undermines the reason take calculated risk for vaccinated travel lane but this another topic discuss not want digress too far its mixed feelings for this vaccinated travel lane relief and concern,0.0,1.0,1.0,0.0,0.0
850,inker man much for efficacy mrna jabs,0.0,0.0,0.0,0.0,0.0
851,inker man well actually thousand cases day isn lot unfortunately take flu for example the current symptoms for ninety the folks similar that flu flu has also killed and hospitalized many folks therefore based your theory thousands cases not very significant unfortunately not desperate travel let say you are right then how should the case controlled without vaccinated travel lane,0.0,1.0,0.0,1.0,0.0
852,meowth not lot based your perspective only compared small nation like singapore thousands lot you can not compare flu covid this case flu not pandemic that closed down borders and shook the world you asking about solutions when singapore overpaid ministers can not solve them what can give suggestions and malaysia point view the vaccines needs right our vaccines questionable and controversial thus explains why singapore this predicament right now get the vaccines right then everything will fall into place and eventually will really safe open borders for everyone,1.0,0.0,0.0,1.0,1.0
853,inker man spanish flu was pandemic unfortunately three thousand six million very small based population size and not small say three thousand eat chicken rice day out six mil thats very little right just want hear opinion actually because many has claimed want this fix but not providing suggestion just curious how each would manage this would better have solution proposal and vague goal for vaccine seems like its working mild symptoms thats very effective,1.0,1.0,1.0,0.0,0.0
854,meowth spanish flu was pandemic covid pandemic what has what your point again three thousand six million based your own perspective besides covid not just singapore only its worldwide unlike spanish flu for vaccines try different sources know the credibility the vaccines not just rely mainstream media doctors scientists who has link govt media have better credibility say about vaccines than those who are afraid lose their jobs try peter mccullough for instance,1.0,0.0,1.0,1.0,0.0
855,meowth the stone was already cast when temasek bought stake pfizer,0.0,0.0,1.0,0.0,0.0
856,phua interesting you would for zero covid approach but all other countries not doing are going not let people out quarantine forever bcos all you need one case create two two four and whereas pcr thought the same but that requires more than paper and manpower you need the equipment and trained swabbers and testers what one test not accurate and how many rounds are required possible but not easy,0.0,0.0,0.0,1.0,0.0
857,meowth art less accurate than pcr why then are wasting our time and resources malaysia own art and not that every country rushing buy pcr testing equipment china can few days for city eleven million should able,1.0,0.0,1.0,0.0,0.0
858,phua its three thousand more deaths compared non covid then its good,0.0,0.0,0.0,1.0,0.0
859,phua should avoid characterising people here not agree with what gov doing too china has resources not where are you going house six million samples for five days that thirty mil samples let ask you very simple question isolate ourselves lose investors company leaves singaporean lose jobs thirty unemployment can not afford food how,1.0,1.0,0.0,0.0,1.0
860,phua the point not chicken rice the statistic regardless you may still think its very high that your tolerance,0.0,0.0,1.0,0.0,0.0
861,meowth five high for but not high enough for you,0.0,0.0,0.0,0.0,0.0
862,ridiculous govt allow unvaccinated from hong kong and taiwan come and need serve shn allowed roam around and mingle with locals but sbs ask their vaccinated bus captain lunch alone and not mingle,1.0,0.0,1.0,0.0,0.0
863,meowth don worry,0.0,0.0,0.0,0.0,0.0
864,meowth still can not connect the dots,0.0,0.0,0.0,0.0,0.0
865,phua have had three thing not trying find fault with singular point view can have many suggestions but how about doing totally another story can say lock down for one mth let the virus die off will live isolation for month won ten pax now faster the spread faster back normalcy need for need for all other stuff,0.0,0.0,1.0,0.0,1.0
866,inker man you said flu not pandemic zero five small any statistic calculation and zero five not even considered well within error zone believing two three outspoken source more credible got like kim jong should look scientific papers with high citation anyway terms vaccine its your own call right,1.0,0.0,0.0,0.0,0.0
867,meowth terms vaccines its not about whether its malaysia call not advising you open minded and not have narrow vision when comes information you seems one those people who only read mainstream media try not get confused,1.0,0.0,1.0,0.0,0.0
868,meowth did say want permanent isolation did mention norway stop putting words malaysia mouth all want for the mmtf stop their deception and lies opening foreigners without quarantine when not coming because their travel advisory blacklisting united states,1.0,0.0,1.0,0.0,0.0
869,meowth and you the only fool that uses infections per day population measurement how country performs how stupid can one get,0.0,0.0,1.0,0.0,0.0
870,phua you are missing malaysia point not important there actually way keep the case low achieve reopening you can have low case but once you open going rise again,1.0,0.0,0.0,1.0,0.0
871,inker man actually open the vaccine being unsafe unreliable just reading data and using microbiology scientific evident evaluate the conclusion whereas you are the one who are not willing accept and narrow minded,0.0,1.0,0.0,0.0,0.0
872,inker man actually agree with the prata flipping part actually you read back the chat just wanted point out few facts and looking for suggestions did not characterized anyone,0.0,0.0,0.0,0.0,1.0
873,phua try read how herd immunity work zero five low infection one hundred times more still not high enough for herd immunity know you smart you will understand how microbiology works,0.0,1.0,0.0,0.0,0.0
874,boosters malaysia foot,1.0,0.0,0.0,0.0,0.0
875,inker man think vaccine works was open vaccine being unsafe not think its unsafe,0.0,1.0,0.0,0.0,0.0
876,inker man nono sciencedirect nature reliable journals,0.0,0.0,0.0,1.0,0.0
877,hooray good for singapore,1.0,0.0,0.0,0.0,0.0
878,great decision our mtf they handle well step step are getting there,0.0,0.0,0.0,0.0,0.0
879,you already have cases who cares just open,0.0,0.0,0.0,0.0,0.0
880,end the story singapore despite tax payers paying premium salary leaders but the outcome same every third world country which can evade death when infected least minimal recent fatality numbers malaysia opinion shows the management has failed,1.0,0.0,1.0,0.0,1.0
881,how can they extend vaccinated travel lane and sacrifice our health well being and lives for money selfish act undemocratic and cruel,0.0,0.0,0.0,1.0,0.0
882,you are paranoid then stay home,0.0,0.0,0.0,0.0,0.0
884,coshinc being sarcastic and peoples action party won despite voting opp its singapore whole that gave them the mandate peace man,1.0,0.0,1.0,0.0,0.0
886,tangohotel lima they know why spore must get high vaccination and why need open,0.0,0.0,0.0,1.0,0.0
887,how about citizens who return for less than week does mean such individuals can not come home,0.0,0.0,0.0,0.0,0.0
888,boba fett why because not everyone like you with much disposable time and administrative tasks back home,0.0,1.0,0.0,0.0,0.0
889,ace shadow then not return just stay put and face timing virtual meeting from overseas can not commit longer,0.0,0.0,0.0,1.0,0.0
890,boba fett who are you suggest that none your business try and impose others are you going the one paying for malaysia ongoing bills expenditure stop being online nuisance every citizen has their needs and after all this their home country,1.0,1.0,0.0,0.0,0.0
